"","StationID","Name","lat","long"
"188",3260,"Mercer St & Bleecker St",40.7270636334831,-73.9966213703155
"189",3417,"Baltic St & 5 Ave",40.6795766,-73.97854971
"190",426,"West St & Chambers St",40.71754834,-74.01322069
"191",355,"Bayard St & Baxter St",40.71602118,-73.99974372
"192",529,"W 42 St & 8 Ave",40.7575699,-73.99098507
"193",3166,"Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545
"194",342,"Columbia St & Rivington St",40.71739973,-73.98016555
"195",325,"E 19 St & 3 Ave",40.73624527,-73.98473765
"196",281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465
"197",239,"Willoughby St & Fleet St",40.69196566,-73.9813018
"198",527,"E 33 St & 2 Ave",40.744023,-73.976056
"199",3109,"Banker St & Meserole Ave",40.72606,-73.95621
"200",229,"Great Jones St",40.72743423,-73.99379025
"201",361,"Allen St & Hester St",40.71605866,-73.99190759
"202",402,"Broadway & E 22 St",40.7403432,-73.98955109
"203",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877
"204",3284,"E 88 St & Park Ave",40.78141070019,-73.9559590816498
"205",488,"W 39 St & 9 Ave",40.75645824,-73.99372222
"206",3091,"Frost St & Meeker St",40.71764,-73.94882
"207",417,"Barclay St & Church St",40.71291224,-74.01020234
"208",434,"9 Ave & W 18 St",40.74317449,-74.00366443
"209",3292,"5 Ave & E 93 St",40.7857851,-73.957481
"210",3384,"Smith St & 3 St",40.6787242,-73.99599099
"211",151,"Cleveland Pl & Spring St",40.722103786686,-73.997249007225
"212",531,"Forsyth St & Broome St",40.71893904,-73.99266288
"213",3390,"E 109 St & 3 Ave",40.79329668,-73.9432083
"214",3156,"E 72 St & York Ave",40.76663814,-73.95348296
"215",485,"W 37 St & 5 Ave",40.75038009,-73.98338988
"216",3016,"Kent Ave & N 7 St",40.7203677529846,-73.9616507291794
"217",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065
"218",351,"Front St & Maiden Ln",40.70530954,-74.00612572
"219",319,"Fulton St & Broadway",40.711066,-74.009447
"220",3316,"W 104 St & Amsterdam Ave",40.7989937,-73.9662173778
"221",444,"Broadway & W 24 St",40.7423543,-73.98915076
"222",377,"6 Ave & Canal St",40.72243797,-74.00566443
"223",3283,"W 89 St & Columbus Ave",40.7882213,-73.97041561
"224",3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.011295735836
"225",257,"Lispenard St & Broadway",40.71939226,-74.00247214
"226",3076,"Scholes St & Manhattan Ave",40.70870368,-73.9448625
"227",446,"W 24 St & 7 Ave",40.74487634,-73.99529885
"228",3117,"Franklin St & Dupont St",40.73564,-73.95866
"229",507,"E 25 St & 2 Ave",40.73912601,-73.97973776
"230",530,"11 Ave & W 59 St",40.771522,-73.990541
"231",3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324
"232",3310,"14 St & 7 Ave",40.663779,-73.98396846
"233",394,"E 9 St & Avenue C",40.72521311,-73.97768752
"234",3335,"Union St & 4 Ave",40.6772744,-73.98282002
"235",537,"Lexington Ave & E 24 St",40.74025878,-73.98409214
"236",3177,"W 84 St & Broadway",40.7867947,-73.977112
"237",433,"E 13 St & Avenue A",40.72955361,-73.98057249
"238",456,"E 53 St & Madison Ave",40.7597108,-73.97402311
"239",116,"W 17 St & 8 Ave",40.74177603,-74.00149746
"240",364,"Lafayette Ave & Classon Ave",40.68900443,-73.96023854
"241",3052,"Lewis Ave & Madison St",40.686312,-73.935775
"242",3090,"N 8 St & Driggs Ave",40.71774592,-73.95600096
"243",458,"11 Ave & W 27 St",40.751396,-74.005226
"244",3063,"Nostrand Ave & Myrtle Ave",40.69527008,-73.95238108
"245",3365,"3 St & 7 Ave",40.6703837,-73.97839676
"246",3132,"E 59 St & Madison Ave",40.76350532,-73.97109243
"247",3407,"Union St & Nevins St",40.6790979972168,-73.9876547455788
"248",2008,"Little West St & 1 Pl",40.70569254,-74.01677685
"249",3307,"West End Ave & W 94 St",40.7941654,-73.974124
"250",486,"Broadway & W 29 St",40.7462009,-73.98855723
"251",365,"Fulton St & Grand Ave",40.68223166,-73.9614583
"252",412,"Forsyth St & Canal St",40.7158155,-73.99422366
"253",384,"Fulton St & Washington Ave",40.683048,-73.964915
"254",331,"Pike St & Monroe St",40.71173107,-73.99193043
"255",3167,"Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784
"256",330,"Reade St & Broadway",40.71450451,-74.00562789
"257",295,"Pike St & E Broadway",40.71406667,-73.99293911
"258",346,"Bank St & Hudson St",40.73652889,-74.00618026
"259",3116,"Huron St & Franklin St",40.73266,-73.95826
"260",3434,"W 88 St & West End Ave",40.7902541733042,-73.9771834015846
"261",3140,"1 Ave & E 78 St",40.77140426,-73.9535166
"262",3436,"Greenwich St & Hubert St",40.721319,-74.010065
"263",2006,"Central Park S & 6 Ave",40.76590936,-73.97634151
"264",3332,"Degraw St & Hoyt St",40.681990442707,-73.9907902479172
"265",416,"Cumberland St & Lafayette Ave",40.68753406,-73.97265183
"266",3427,"Lafayette St & Jersey St",40.7243052725033,-73.9960098266602
"267",251,"Mott St & Prince St",40.72317958,-73.99480012
"268",265,"Stanton St & Chrystie St",40.72229346,-73.99147535
"269",3082,"Hope St & Union Ave",40.71167351,-73.95141312
"270",345,"W 13 St & 6 Ave",40.73649403,-73.99704374
"271",317,"E 6 St & Avenue B",40.72453734,-73.98185424
"272",480,"W 53 St & 10 Ave",40.76669671,-73.99061728
"273",3392,"Commerce St & Van Brunt St",40.6812117,-74.00860912
"274",3087,"Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386
"275",3364,"Carroll St & 5 Ave",40.6751622,-73.9814832
"276",3428,"8 Ave & W 16 St",40.740983,-74.001702
"277",2009,"Catherine St & Monroe St",40.71117444,-73.99682619
"278",3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321
"279",3069,"Lorimer St & Broadway",40.70411791,-73.94818595
"280",3293,"W 92 St & Broadway",40.7921,-73.9739
"281",335,"Washington Pl & Broadway",40.72903917,-73.99404649
"282",258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458
"283",311,"Norfolk St & Broome St",40.7172274,-73.98802084
"284",302,"Avenue D & E 3 St",40.72082834,-73.97793172
"285",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354
"286",3102,"Driggs Ave & Lorimer St",40.72179134,-73.9504154
"287",150,"E 2 St & Avenue C",40.7208736,-73.98085795
"288",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231
"289",3286,"E 89 St & 3 Ave",40.7806284,-73.9521667
"290",3178,"Riverside Dr & W 78 St",40.78414472,-73.98362492
"291",3103,"N 11 St & Wythe Ave",40.72153267,-73.95782357
"292",321,"Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773
"293",3387,"E 106 St & Madison Ave",40.7934337,-73.94945003
"294",3096,"Union Ave & N 12 St",40.71924,-73.95242
"295",3238,"E 80 St & 2 Ave",40.7739139023812,-73.9543953537941
"296",3119,"Vernon Blvd & 50 Ave",40.74232744,-73.95411749
"297",422,"W 59 St & 10 Ave",40.770513,-73.988038
"298",244,"Willoughby Ave & Hall St",40.69196035,-73.96536851
"299",348,"W Broadway & Spring St",40.72490985,-74.00154702
"300",313,"Washington Ave & Park Ave",40.69610226,-73.96751037
"301",3110,"Meserole Ave & Manhattan Ave",40.72708584,-73.95299117
"302",454,"E 51 St & 1 Ave",40.75455731,-73.96592976
"303",379,"W 31 St & 7 Ave",40.749156,-73.9916
"304",358,"Christopher St & Greenwich St",40.73291553,-74.00711384
"305",79,"Franklin St & W Broadway",40.71911552,-74.00666661
"306",268,"Howard St & Centre St",40.71910537,-73.99973337
"307",3060,"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915
"308",3320,"Central Park West & W 100 St",40.793393,-73.9635556
"309",2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198
"310",501,"FDR Drive & E 35 St",40.744219,-73.97121214
"311",3131,"E 68 St & 3 Ave",40.7671284034954,-73.9622461795807
"312",3092,"Berry St & N 8 St",40.7190095,-73.95852515
"313",3415,"Prospect Pl & 6 Ave",40.6793307,-73.97519523
"314",460,"S 4 St & Wythe Ave",40.71285887,-73.96590294
"315",3398,"Smith St & 9 St",40.6746957,-73.99785768
"316",303,"Mercer St & Spring St",40.72362738,-73.99949601
"317",3041,"Kingston Ave & Herkimer St",40.67890679,-73.94142771
"318",3376,"E 65 St & 2 Ave",40.7647185194434,-73.962220698595
"319",3062,"Myrtle Ave & Marcy Ave",40.69539817,-73.94954908
"320",390,"Duffield St & Willoughby St",40.69221589,-73.9842844
"321",349,"Rivington St & Ridge St",40.71850211,-73.98329859
"322",347,"Greenwich St & W Houston St",40.728846,-74.008591
"323",3421,"Hoyt St & Warren St",40.6843549,-73.98901629
"324",3304,"6 Ave & 9 St",40.668127,-73.98377641
"325",3242,"Schermerhorn St & Court St",40.6910292567797,-73.991833627224
"326",3088,"Union Ave & Jackson St",40.7160751,-73.952029
"327",428,"E 3 St & 1 Ave",40.72467721,-73.98783413
"328",3350,"W 100 St & Broadway",40.7973721,-73.97041192
"329",435,"W 21 St & 6 Ave",40.74173969,-73.99415556
"330",2003,"1 Ave & E 18 St",40.7338121919663,-73.9805442094803
"331",280,"E 10 St & 5 Ave",40.73331967,-73.99510132
"332",518,"E 39 St & 2 Ave",40.74780373,-73.9734419
"333",3353,"Reed St & Van Brunt St",40.6747844,-74.01612847
"334",385,"E 55 St & 2 Ave",40.75797322,-73.96603308
"335",3077,"Stagg St & Union Ave",40.70877084,-73.95095259
"336",2010,"Grand St & Greene St",40.72165481,-74.00234737
"337",3399,"7 St & 3 Ave",40.6726029815013,-73.9898300170898
"338",356,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206
"339",3074,"Montrose Ave & Bushwick Ave",40.70767788,-73.94016171
"340",323,"Lawrence St & Willoughby St",40.69236178,-73.98631746
"341",225,"W 14 St & The High Line",40.74195138,-74.00803013
"342",3306,"10 St & 7 Ave",40.6662078,-73.98199886
"343",3221,"47 Ave & 31 St",40.743,-73.93561
"344",72,"W 52 St & 11 Ave",40.76727216,-73.99392888
"345",3298,"Warren St & Court St",40.686371,-73.99383324
"346",534,"Water - Whitehall Plaza",40.70255065,-74.0127234
"347",3141,"1 Ave & E 68 St",40.76500525,-73.95818491
"348",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116
"349",3049,"Cambridge Pl & Gates Ave",40.68488,-73.96304
"350",3101,"N 12 St & Bedford Ave",40.72079821,-73.95484712
"351",3305,"E 91 St & 2 Ave",40.7811222993417,-73.9496558904648
"352",3309,"E 97 St & 3 Ave",40.7859201,-73.94860294
"353",83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328
"354",3249,"Verona Pl & Fulton St",40.6803560840434,-73.9476791024208
"355",437,"Macon St & Nostrand Ave",40.6809833854,-73.9500479759
"356",3418,"Plaza St West & Flatbush Ave",40.6750207,-73.97111473
"357",3325,"E 95 St & 3 Ave",40.7849032,-73.950503
"358",526,"E 33 St & 5 Ave",40.74765947,-73.98490707
"359",3235,"E 41 St & Madison Ave",40.752165280622,-73.9799219369888
"360",409,"DeKalb Ave & Skillman St",40.6906495,-73.95643107
"361",467,"Dean St & 4 Ave",40.68312489,-73.97895137
"362",3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394
"363",432,"E 7 St & Avenue A",40.72621788,-73.98379855
"364",471,"Grand St & Havemeyer St",40.71286844,-73.95698119
"365",3301,"Columbus Ave & W 95 St",40.7919557,-73.968087
"366",3265,"E 2 St & 2 Ave E",40.7245634290432,-73.9894437789917
"367",296,"Division St & Bowery",40.71413089,-73.9970468
"368",386,"Centre St & Worth St",40.71494807,-74.00234482
"369",3068,"Humboldt St & Varet St",40.7031724,-73.940636
"370",243,"Fulton St & Rockwell Pl",40.688226,-73.979382
"371",508,"W 46 St & 11 Ave",40.76341379,-73.99667444
"372",3126,"44 Dr & Jackson Ave",40.74718234,-73.9432635
"373",406,"Hicks St & Montague St",40.69512845,-73.99595065
"374",3294,"E 91 St & Park Ave",40.7835016,-73.955327
"375",3438,"E 76 St & 3 Ave",40.7722485377217,-73.9584213495255
"376",3244,"University Pl & E 8 St",40.7314372408523,-73.9949034154415
"377",3151,"E 81 St & York Ave",40.7728384,-73.94989233
"378",3258,"W 27 St & 10 Ave",40.7501815632568,-74.0021842718124
"379",341,"Stanton St & Mangin St",40.71782143,-73.97628939
"380",278,"Concord St & Bridge St",40.69766564,-73.98476437
"381",3344,"Pioneer St & Van Brunt St",40.679043,-74.011169
"382",3094,"Graham Ave & Withers St",40.7169811,-73.94485918
"383",3148,"E 84 St & 1 Ave",40.77565541,-73.95068615
"384",3115,"India St & Manhattan Ave",40.73232194,-73.9550858
"385",282,"Kent Ave & S 11 St",40.7076449441757,-73.9684152603149
"386",2004,"6 Ave & Broome St",40.724399,-74.004704
"387",152,"Warren St & Church St",40.71473993,-74.00910627
"388",2023,"E 55 St & Lexington Ave",40.75968085,-73.97031366
"389",322,"Clinton St & Tillary St",40.696192,-73.991218
"390",411,"E 6 St & Avenue D",40.72228087,-73.97668709
"391",392,"Jay St & Tech Pl",40.695065,-73.987167
"392",3359,"E 68 St & Madison Ave",40.7691572,-73.96703464
"393",3285,"W 87 St  & Amsterdam Ave",40.78839,-73.9747
"394",3303,"Butler St & Court St",40.6849894,-73.99440329
"395",3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005
"396",2000,"Front St & Washington St",40.70255088,-73.98940236
"397",3372,"E 74 St & 1 Ave",40.7689738,-73.95482273
"398",3435,"Grand St & Elizabeth St",40.718822,-73.99596
"399",3100,"Nassau Ave & Newell St",40.7248125644002,-73.947526216507
"400",3241,"Monroe St & Tompkins Ave",40.686203,-73.944694
"401",3419,"Douglass St & 4 Ave",40.6792788,-73.98154004
"402",3075,"Division Ave & Marcy Ave",40.70708701,-73.95796783
"403",174,"E 25 St & 1 Ave",40.7381765,-73.97738662
"404",372,"Franklin Ave & Myrtle Ave",40.694528,-73.958089
"405",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205
"406",3127,"9 St & 44 Rd",40.74966,-73.9521
"407",3180,"Brooklyn Bridge Park - Pier 2",40.69878,-73.99712
"408",3072,"Leonard St & Boerum St",40.70583339,-73.94644578
"409",3150,"E 85 St & York Ave",40.77536905,-73.94803392
"410",2017,"E 43 St & 2 Ave",40.75022392,-73.97121414
"411",415,"Pearl St & Hanover Square",40.7047177,-74.00926027
"412",3339,"Berkeley Pl & 6 Ave",40.6765304,-73.97846879
"413",3420,"Douglass St & 3 Ave",40.6802133,-73.98432695
"414",495,"W 47 St & 10 Ave",40.76269882,-73.99301222
"415",3054,"Greene Ave & Throop Ave",40.6894932,-73.942061
"416",421,"Clermont Ave & Park Ave",40.69573398,-73.97129668
"417",167,"E 39 St & 3 Ave",40.7489006,-73.97604882
"418",270,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913
"419",274,"Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682
"420",3323,"W 106 St & Central Park West",40.7981856,-73.9605909006
"421",487,"E 20 St & FDR Drive",40.73314259,-73.97573881
"422",397,"Fulton St & Clermont Ave",40.68415748,-73.96922273
"423",266,"Avenue D & E 8 St",40.72368361,-73.97574813
"424",3408,"Congress St & Clinton St",40.6881529,-73.99520919
"425",3371,"4 Ave & 2 St",40.6746134224758,-73.9850114285946
"426",2005,"Railroad Ave & Kay Ave",40.70531194,-73.97100056
"427",232,"Cadman Plaza E & Tillary St",40.69597683,-73.99014892
"428",3312,"1 Ave & E 94 St",40.7817212,-73.94594
"429",147,"Greenwich St & Warren St",40.71542197,-74.01121978
"430",195,"Liberty St & Broadway",40.70905623,-74.01043382
"431",2012,"E 27 St & 1 Ave",40.739445,-73.976806
